name,author,types,popularity,
斗罗大陆外传 ,神漫君,重生,1.6亿,
挖罪小老弟,东四大飞哥,推理,2.6亿,
我捡的流浪猫变,鱼柒,复仇,5.5亿,
军火女凰,有鹿文化,大女主,2.3亿,
攻略妖男的一万,知音漫客 x 希热卓玛,大女主,56.2亿,
都市邪王,仟绘动漫,后宫,4119.6万,
大神纪,大仙,战斗,1.7亿,
兼职男友那些年,天空树漫工厂,职场,2.3亿,
最强升级,沉乡,穿越,7.2亿,
玄月照远山,pluton吞吞 x 浮时,古风,1284.4万,
苍天在上,千秋叶,战斗,80.8万,
王妃是朵白莲花,插电动漫,古风,2.7亿,
极品家丁,神漫君,职场,6058.5万,
对你暗里着迷,星际互娱,职场,1404万,
精灵梦叶罗丽第,精英动漫,大女主,1166.9万,
天机三国,风人动漫,穿越,10.3亿,
我在后宫当大佬,沉乡,古风,4.6亿,
帝王侧,豆子喵喵,古风,162.9亿,
西行纪,龙神万相 x 老纪 x 百漫文化,古风,134.1亿,
仙帝归来,沉乡,复仇,10.3亿,
大佬叫我小祖宗,沉乡,重生,1.6亿,
总裁校花赖上我,阅文漫画 x 仟绘动漫,后宫,3.2亿,
神厨狂后,本命漫画,古风,19.7亿,
武神当世,脑回路文化,穿越,3.3亿,
冰山总裁小萌妻,拂晓联盟,重生,51.6亿,
小白的男神爹地,阿柯文化,大女主,10.5亿,
绝世神医:腹黑,泛次元文化,古风,11.8亿,
许你万丈光芒好,大行道动漫,娱乐圈,23.9亿,
修真奶爸惹不起,青葶动漫,古风,5.4亿,
厄世轨迹,杨小花,末日,8亿,
网络小说的法则,DNCWEBTOONBiz,穿越,4.5亿,
怪物领域,狐小D,末日,7.7亿,
我不是教主,凌宇沫,古风,13.5亿,
天生一对？我拒,作画：Oren；编剧：鹿麻,浪漫,2.3亿,
只想触碰你,早上七点,脑洞,22.1亿,
我有孩子了,金姸（jaedam）,总裁,1.8亿,
神级透视,沉乡,后宫,5.6亿,
武逆,iCiyuan动漫,穿越,9.4亿,
剑逆苍穹,由由,古风,8亿,
废材联盟,星空社,后宫,3.3亿,
糟糕！它成精了,暴青漫画 x 之臻,古风,39亿,
女神制造系统,三福动漫 x 三福君,大女主,21.3亿,
绝色女医：太子,阿柯文化,古风,5941.9万,
赤地魃刀,白辰广,大女主,313.4万,
我的神祇男友,jaedam2,神仙,2879.9万,
攻心为王,岁岁岁闲君 x 二猹,职场,2.1亿,
和总裁同居的日,豆腐漫画,总裁,1613.8万,
神武天尊,传奇漫业,古风,7亿,
重生之虐渣女王,沉乡,职场,1.4亿,
吞噬星空（神漫,神漫君,系统,1.6亿,
报告！帝君你有,阿柯文化,古风,2.1亿,
我家总裁人设又,Snap studio,职场,219.9万,
都是黑丝惹的祸,岛上Project,穿越,17.5亿,
凤凰于飞,乐游映画,古风,2749.6万,
我告老师！！,星际互娱,脑洞,1.9亿,
倚天屠龙记,凤凰娱乐,古风,7.8亿,
神魂武帝,大行道动漫,古风,2.2亿,
末世为王,大行道动漫,末日,10.8亿,
学士再生,kakao君,古风,11.7亿,
极品阎罗系统,心绘文化,重生,6亿,
我在古代养男人,拂晓联盟,古风,27.6亿,
九星霸体诀,札雅工作室,重生,6.8亿,
重生八万年,沉乡,古风,9.5亿,
我身上有条龙,岛上Project,重生,43亿,
就要宠坏你,本命漫画,总裁,6.7亿,
帝婿,九夏动漫,系统,2.2亿,
一品嫡女,沉乡,古风,7亿,
不死神王修仙录,两只猫先生,系统,51.3亿,
老祖很忙之麒麟, 西索,古风,4.3亿,
嗜血医妃,昆吾文化,古风,3.7亿,
驭兽狂妃,火星动漫,古风,1.5亿,
我靠美食来升级,Tencent A＆C,系统,2.1亿,
时间主宰,神鱼漫社,灵异,2.8亿,
我是医神,云悦读,灵异,2亿,
刍狗,腊肉,古风,7.7亿,
重生弃少归来,沉乡,职场,5.9亿,
我靠化妆术开了,九川动漫 x 郑九川 x W。,职场,8531.6万,
亿万双宝：妈咪,岛上Project,总裁,8.4亿,
逆来顺兽,有欧气工厂,古风,19.6亿,
绝世武神,深圳云朵屋科技有限公司,古风,8.7亿,
我是大仙尊,招西幻题材小公主萌系主笔,重生,6.5亿,
狼仆和猫,幕星社 x 麻尾,脑洞,1.5亿,
化龙记,光線君 x 吉戾 x 明月堂工作室,重生,58.1亿,
系统之小公主攻,酒久,大女主,3.8亿,
这届和亲的公主,有欧气工厂,古风,2.1亿,
天珠变,神漫君,战斗,7817.4万,
物法无天,比格熊,战斗,838.5万,
天命龙神,岛上Project,修仙,5.8亿,
善良的阿呆,神漫君,古风,1.5亿,
武映三千道,沉乡,穿越,5.7亿,
万界仙踪,若鸿文化,古风,4.2亿,
今日的魔女依旧,招牌酥饼×毛小手×橘二玖 x fighting毛小手 x ,大女主,2154.6万,
全职高手,阅文漫画,电竞,2.5亿,
第七名被害人,四夕文文武 x 画报熊,大女主,7528.4万,
我为苍生,赵伯通,灵异,62.4亿,
执剑者,漫光弧,战斗,3.8亿,
万古神王,传奇漫业,重生,5.4亿,
天降锦鲤娘,大周互娱,穿越,1.1亿,
鹿鼎记,凤凰娱乐,古风,8.2亿,
重生归来的战士,多蕴文化,重生,3.5亿,
歪嘴战神,博易动漫 x 博易小助手,复仇,3亿,
仙骨,创迹文化,古风,2753.9万,
我爹地人设崩了,沉乡,职场,3亿,
校园武神,缘漫动漫-缘娘,后宫,2.6亿,
神医嫡女,三福动漫 x 三福君,古风,6.3亿,
超级兵王在都市,魔小利 x 沃尔血蹄,职场,16.7亿,
病娇夫君硬上弓,博易动漫 x 博易小助手,大女主,5.7亿,
我的微信连三界,iCiyuan动漫,系统,9亿,
飞剑问道,神漫君,古风,5070万,
神印王座外传 ,神漫君,古风,4113.6万,
同学你变异了,鱼月动漫,灵异,4924.5万,
寻蛊人,若鸿文化,灵异,57.2万,
神仙红包群,艾鲁猫,后宫,8461.8万,
拥然入怀,豆子喵喵,灵异,41.4万,
此爱不售,神漫君,总裁,9965.2万,
在禁欲系怀里撒,九川动漫 x 郑九川 x W。,古风,2.4亿,
让妖怪走近科学,旁白D,职场,2228.1万,
万神祖师,乐匠文化,古风,3.9亿,
女反派和火骑士,kakao君,穿越,2.7亿,
师兄，请按剧本,番奇动漫,古风,16.3亿,
武庚纪2,鬼谷传人,复仇,907.9万,
阳生粥铺,车璃&乐蘼,古风,1253.4万,
噬龙蚁,若鸿文化,穿越,3.8亿,
捡个校花做老婆,iCiyuan动漫,后宫,18.7亿,
僵湖,猫要喝咖啡,古风,4.3亿,
毒步天下：特工,阅文漫画,古风,60.1亿,
暗室,C&C Revolution Inc.,灵异,4918.9万,
开局一条鲲,拾部君,重生,93.9亿,
烈火狂妃：兽性,世间文化,古风,32.5亿,
道君,阅文漫画,古风,1.1亿,
将军请出征,肉肉,古风,45.2亿,
赔上我，赚了他,火星动漫 x 六花漫创,总裁,6037.3万,
九域之天眼崛起,魔鬼蛙动漫,古风,2.2亿,
妖孽上仙追妻记,天绘神画 x 云川晚棠 x 朝小六,古风,1.6亿,
兽世狂妃：不当,沉乡,大女主,2.8亿,
本王妃神藤在手,昆吾文化,古风,2.9亿,
都市仙王,博易动漫 x 博易小助手,重生,8.3亿,
拾忆长安 ? ,动漫堂 x 乔乔 x yan,古风,4710.7万,
惹上妖孽冷殿下,沉乡,总裁,2.7亿,
天命为凰,阅文漫画,古风,7132万,
监禁仓库,ecomix 负责人诸葛真,复仇,2.8亿,
我修的可能是假,阅文漫画,神仙,43亿,
不是爱情,ecomix 负责人诸葛真,职场,926.2万,
修仙归来在校园,岛上Project,神仙,16.9亿,
我的末日女子军,沉乡,系统,2.2亿,
天机神术师：王,沉乡,古风,1亿,
亡灵之王,toyou,战斗,10.6亿,
超级校医,明漫,职场,11.1亿,
无法同框的恋爱,麟琅工作室 x 公寓丸,总裁,1.5亿,
砂与海之歌,知音漫客,古风,3462.5万,
救了个魔尊大大,岛上Project,古风,7.2亿,
泡沫恋人,C&C Revolution Inc.,职场,3.6亿,
魔王老公欠调教,DAZUI,总裁,21.1亿,
国民老公隐婚啦,豆腐漫画,总裁,2.1亿,
超级吞噬系统,沉乡,穿越,1.5亿,
异能税,岁岁岁闲君 x 小东仔,脑洞,3.7亿,
骗婚也要得到你,kakao君,穿越,3.1亿,
鸡汤皇后,漫悠悠 x 贝贝 x 顾我,古风,101.3亿,
亿万奶爸,布布星球,职场,39.9亿,
醉仙人列传,动漫堂,战斗,2178.9万,
顶级反派大师兄,云栖动漫,重生,7.2亿,
养兽为妃,博易动漫 x 博易小助手,大女主,7.2亿,
陨星王朝,2910 x 花生酱 x Max,复仇,7360万,
我和我的恋爱史,夏之茧文化,性转,551.8万,
朕决定解散后宫,岁岁岁闲君 x 二猹,古风,8.1亿,
凌天神帝,沉乡,重生,8.2亿,
霸道总裁求抱抱,沉乡,职场,5.6亿,
绝世武魂,沉乡,古风,1.8亿,
九子不成龙,呆鸭屋,神仙,511.1万,
葬剑诀,清泉艺数seven.,妖怪,4.3亿,
都市之逆天仙尊,传奇漫业,重生,8011.5万,
玛丽不能苏,九儿,大女主,5696万,
我在华夏修灵脉,神居动漫,后宫,2.9亿,
万渣朝凰之奸妃,时代漫王,古风,4.9亿,
特工狂妃：绝世,九夏动漫,大女主,6578.8万,
喜劫孽缘,火虾社,古风,4.5亿,
白垩纪,卡斯特动漫,末日,2.2亿,
极品女仙,美琪曌,古风,2.7亿,
纯情陆少,博易动漫 x 板砖 x 博易小助手,大女主,20.1亿,
我被女友掰歪了,热萌文化,性转,2.1亿,
星梦偶像计划,烟头hstone/白熊,都市,1.1亿,
神级渔夫,仟绘动漫,古风,3201.4万,
被迫成为反派赘,优时文化,穿越,8956.3万,
魔王大掌柜,麟琅工作室 x 公寓丸,古风,2.1亿,
天之挽歌,鹿鸣动漫,复仇,3.1亿,
被废弃的皇妃,DNCWEBTOONBiz,古风,25.3亿,
您的老祖已上线,有欧气工厂,穿越,24亿,
想成为废柴的公,大行道动漫,穿越,1.8亿,
痴汉王爷的宠妻,Neoman,古风,5005.7万,
终于和黑粉同居,鱼刺,娱乐圈,12.8亿,
万古剑神,优酷动漫,古风,5.1亿,
镖人,新漫画,古风,5.7亿,
今天是plan,Hikari,职场,5.7亿,
红顶之下,八度,复仇,1.1亿,
猎行者,权迎升,灵异,3820.3万,
冰火魔厨 第二,神漫君,战斗,3980.6万,
酒店的诱惑,拾部君,大女主,18.3亿,
我被封印九亿次,沉乡,古风,1.4亿,
主神崛起,阅动文化,穿越,3.3亿,
司夜人,十字星,灵异,1.5亿,
鬼灭之刃,翻翻动漫 x 集英社,古风,2.7亿,
假装讨厌你,tapas韩国,复仇,3770.4万,
卡徒,神漫君,战斗,3845万,
吾空传,若鸿文化,重生,66.6万,
我的铁锤少女,真理の扉,穿越,7080.2万,
漆黑之花绽放时,苏鹤芊翊 x 鈭墨,灵异,2051.9万,
龙王的女婿,阅文漫画 x 欧啦漫画,后宫,3.1亿,
有妖来之画中仙,火锅君 x 弦得凰,推理,23.7亿,
反守为攻,沉乡 x 西溪,电竞,18.9万,
三老爷诡事会,安徽微漫,灵异,5244万,
想入绯绯,涂山君,古风,2.4亿,
魔王的轮舞曲,躺着吧 x 签子,大女主,34.3亿,
危险关系,漫美映画,职场,1.7亿,
Keep Touch,戈多说不约,脑洞,2.2亿,
南方的鸟和北方,幕星社 x 阿闷aman,脑洞,2.1亿,
阴阳判,三昧漫画,古风,357.7万,
上都天妖录,BPI漫画,古风,3644.4万,
孤鸿,触漫,古风,21.6亿,
"我,修仙界心理",FEI x fast x 门朦,古风,921.9万,
致命武力,漫语工作室 x 金木Yan,穿越,1.8亿,
分手进度99%,深圳云朵屋科技有限公司,总裁,1.7亿,
相亲式双修道侣,天空树漫工厂,后宫,75.7亿,
天降萌宝小熊猫,iCiyuan动漫,古风,8.3亿,
武神主宰,若鸿文化,穿越,4.8亿,
农家娘子有喜了,泛次元文化,古风,2.1亿,
魔君霸宠：天才,沉乡,古风,2亿,
永恒至尊,云悦读,战斗,6607.3万,
银之守墓人,两点十分动漫 x 灰仔@210动漫,战斗,169.2亿,
真实世界,十字星,穿越,7292.7万,
最强神医混都市,iCiyuan动漫,战斗,15.4亿,
名侦探柯南,小学馆作品,推理,3.2亿,
龙响天下,迷你玩 x 大黑龙 x 见习编辑BOX,战斗,9805.8万,
至尊狂帝系统,漫巢文化,重生,5.5亿,
我的女友是恶龙,黎之恒,后宫,36.9亿,
和平精英：描边,光子创想 x 一身正气宫老师,战斗,8252.6万,
王者幼儿园,DAZUI,搞笑,5.3亿,
狂女重生：纨绔,崇卓漫画,古风,15.9亿,
我在末世送外卖,橙漫堂,系统,2.2亿,
末世恋爱法则,岛上Project,大女主,33.4亿,
早安，亿万萌妻,吞吞,总裁,17.3亿,
先婚后爱,火星动漫,职场,2.8亿,
生死诀,A4漫业,古风,2.5亿,
大陆无双,Huayi,逆袭,8883.6万,
冰山总裁强宠婚,仟绘动漫,总裁,1.4亿,
无缘佛,岁岁岁闲君 x 小企鹅&大白熊,古风,30.8亿,
塑梦师,笑话,神豪,1.5亿,
黑白有常,使徒子,神仙,25.7亿,
出柜通告,唐不醒,娱乐圈,29.4亿,
权少，你老婆要,快看漫画,总裁,7亿,
诸天妖神,火山会 x 夏天岛工作室,战斗,1.8亿,
我在异世界有遗,有欧气工厂,战斗,4.3亿,
我才不会爱上契,阿柯文化,总裁,3447.6万,
我的老师,神漫君,脑洞,6743.8万,
氪金大佬,时代漫王,系统,97.6亿,
进化之基,旁白D,脑洞,5亿,
入骨暖婚,iCiyuan动漫,总裁,2.3亿,
盗墓笔记漫画（,漫工厂,推理,6417.7万,
细思极恐,耀,灵异,2342.1万,
帝尊狂宠：神医,泛次元文化,古风,6034.3万,
琪拉的美男图鉴,kakao君,大女主,3.3亿,
一剑独尊,仟绘动漫,古风,6341.1万,
混沌的爱,ecomix 负责人诸葛真,复仇,195.9万,
学弟总想要撩我,豆腐漫画,娱乐圈,4.3亿,
星光璀璨：捡个,阿柯文化,大女主,8355.4万,
狂王（西行纪前,龙神万相 x 老纪,古风,4.3亿,
拐个妈咪带回家,刘波,职场,10.2亿,
妖精种植手册,DAZUI,穿越,112.3亿,
无限邮差,阅文漫画,推理,13.6亿,
不恋爱会死,月藏 x 阿布拉,推理,5756.7万,
极品全能高手,阅文漫画,后宫,2.4亿,
顶流大佬的专属,优时文化,职场,1亿,
斗罗大陆外传神,神漫君,古风,5877.8万,
神仙技术学院,阅动文化,神仙,12亿,
站住！奉旨打劫,漫神共创 x 共小创,古风,1.7亿,
爱神巧克力进行,Vivian,后宫,19.5亿,
爷在江湖飘,颜开文化,古风,6.1亿,
同行不厌,东影COMIC,穿越,6.8万,
有妖来之血玉墨,火锅君,推理,15.6亿,
火影忍者,翻翻动漫 x 岸本齐史,战斗,161.9亿,
特工王妃虐渣记,泛次元文化,古风,3亿,
霸凰传说,Λ-SOUL官方,古风,12.7亿,
1st Kiss,翻翻动漫,职场,20.4亿,
万渣朝凰之首相,时代漫王,复仇,1.2亿,
东邻西厢,燃也Royal x 电鳗漫画,古风,51.3亿,
梦魇之笼,星空社,灵异,3620.7万,
主宰三界,沉乡,重生,6亿,
魂约,toyou,古风,6495.2万,
我爱上了女友的,NNNi,娱乐圈,25.4亿,
天龙八部,凤凰娱乐,古风,14.3亿,
天使甜心攻式,星空社,妖怪,6.5亿,
绝世天才系统,MAVIS漫,系统,14.6亿,
与总裁的一千零,九夏动漫,职场,6421.2万,
都市绝品仙帝,冬漫社,重生,4.8亿,
不死至尊,kakao君,古风,1.2亿,
龙珠,翻翻动漫 x 鸟山明,战斗,40.6亿,
痴傻毒妃不好惹,超漫细菌,古风,13.2亿,
王牌甜蜜,葱渣渣&不二千月,娱乐圈,1.9亿,
钻石王牌 ac,真岛浩 x 寺岛裕二,职场,1.2亿,
我在异界当乞丐,Wrectage,古风,20亿,
利已主义,global.mrblue,职场,3406.5万,
星武神诀,若鸿文化,古风,5.9亿,
缘始荣耀,映穆文化,古风,10.6亿,
荒岛余生之跨越,青葶动漫,穿越,7111.3万,
灵尊之子,鹿鸣动漫,穿越,17.4亿,
末代天师,熊猫漫画,灵异,9019.9万,
抢个道爷当娘子,闻源文化,古风,1.3亿,
怪奇笔记,大喜,灵异,116.4亿,
学霸的黑科技系,噼咔噼,系统,5.8亿,
女帝又在撩人,哈漫文化 x 画桥,大女主,1亿,
猫箱反转,神漫君,穿越,1937.1万,
狩与雪（西行纪,天与姬,古风,1.1亿,
夫夫倾城,有狐-宋只鱼 x 夫夫在这里,灵异,7.1亿,
医等狂兵,仟绘动漫,系统,3511万,
最强作死系统,吃饱饭工厂 x 饭爷摸鱼成性,系统,29.5亿,
BOSS在校园,toonplus,复仇,3277.4万,
一块板砖闯异界,启灵者,穿越,4.4亿,
保镖,global.mrblue,古风,785.6万,
别碰我！,鱼骨头漫画工作室,职场,28亿,
吸血鬼殿下别咬,开源动漫,浪漫,17.7亿,
婚色撩人,阿柯文化,职场,5474.7万,
萌宝来袭,DAZUI,总裁,5.2亿,
重生之魔尊当道,岛上Project,重生,22.2亿,
神武帝尊,闻源文化,古风,7.6亿,
死神/境·界,翻翻动漫 x 久保带人,战斗,82亿,
拯救世界吧！大,禾月,穿越,33.3亿,
聊聊斋,箫勺映画,古风,16.9亿,
秘蕊,有狐-宋只鱼,古风,1.7亿,
女帝直播攻略,阅文漫画,大女主,2亿,
五行地司,AJ九色羽,战斗,5659.2万,
新网球王子,翻翻动漫 x 许斐刚,战斗,9.7亿,
无人之境,零姬nalo x 嵇零 (ケイレイ-ZERO） x 有马文化,推理,16.9亿,
神医弃女：鬼帝,缘漫动漫-缘娘,大女主,12.8亿,
漩涡,颗麦comai,性转,8582.9万,
狼人归来,狐小D,战斗,17.9亿,
逆转人生：遇见,哈漫文化,职场,4.3亿,
传闻中的女王爷,冬漫社,大女主,3.1亿,
妙手狂医,破界互动,后宫,4.9亿,
寻只狐妖做影帝,漫采君,重生,4.3亿,
异瞳,KENAZ,灵异,3亿,
心跳300秒,盛世卡漫,灵异,145.6亿,
恋人会超能力怎,追梦动漫,职场,6848.4万,
极品透视小邪医,神居动漫,职场,4.7亿,
斩妖成神,思琦,复仇,2.2亿,
我家徒弟又挂了,阅文漫画,古风,42.3亿,
校霸，我们不合,FAI(●—●),脑洞,2.4亿,
女神的私人医生,岛上Project,后宫,11.3亿,
拾又之国（彩色,第年秒工作室 x 第年秒,战斗,961.2万,
我在古代造星,有狐-宋只鱼,大女主,9689万,
下南洋,转轮手枪,灵异,7.3万,
月老不懂爱,九儿,古风,12.9亿,
黑色四叶草,翻翻动漫 x 集英社,战斗,7.8亿,
萌妻金主,快看漫画,总裁,1417.6万,
侦探今日不营业,小圆在元素研究室搬砖,推理,5540.4万,
修仙吗？要命的,天闻角川,穿越,1.4亿,
战神修炼手册,Snap studio x 幻想工场,古风,2663.4万,
江山美男入我帐,iCiyuan动漫,古风,5.1亿,
我的上帝视角,名城太 x 八宝,战斗,659.7万,
不要小看女配角,快看漫画,穿越,4.9亿,
诸天纪,优酷动漫,古风,4.4亿,
我让渣男痛哭流,百神动漫,大女主,11.1亿,
刺客信条：王朝,新漫画 x UBISOFT育碧 x 许先哲 x 张肖,战斗,2.3亿,
慕少，你老婆又,武汉雪人文化,重生,8亿,
失控的假面,漫看,推理,9694.2万,
黑卡,阅文漫画,系统,9.9亿,
盖世帝尊,仟绘动漫,古风,4698.4万,
我的妹妹来自邻,触岛漫画,后宫,1.6亿,
恶女为配：猎爱,阿柯文化,重生,2674万,
Take me out,天闻角川,穿越,2.5亿,
纨绔王妃要爬墙,泛次元文化,重生,7.3亿,
女仙尊忙逃婚,朝雨文化,古风,2.8亿,
第七天的深夜餐,砂华(??ω?)　,美食,1.3亿,
主宰归来,缘漫动漫-缘娘,重生,2548.4万,
我呼吸都变强,柒漫,系统,6.8亿,
人道纪元,文龑,古风,8426.8万,
全能高手,博易动漫 x 博易小助手,后宫,13.1亿,
悍妃当家：冷王,瑞庄优漫,大女主,6878.6万,
彼之砒霜,鲜漫文化,职场,3.5亿,
终结的炽天使,翻翻动漫 x 集英社,战斗,4.3亿,
撩花,鱼子,脑洞,297.4万,
余生漫漫偏爱你,招西幻题材小公主萌系主笔,总裁,4.4亿,
帝少甜婚：重生,岛上Project,重生,12.2亿,
至尊重生,大行道动漫,古风,5.6亿,
隔壁的哥哥很难,夏三更,脑洞,3.1亿,
重生之最强魔尊,箫勺映画,古风,20.2亿,
丑女的后宫法则,知音漫客,大女主,20.8亿,
我和影帝同居了,漫悠悠,灵异,7.8亿,
深柜游戏,友人A君,推理,1.4亿,
元界,阿远&Elendil,修仙,4571.8万,
推倒总裁的一千,大行道动漫,总裁,10亿,
深,  ╰☆Y星人,脑洞,2.1亿,
我儿子是顶流爱,沉乡,职场,6271.1万,
偷星九月天,星偶时代,战斗,48.1亿,
一个树精,九耶爱果冻,妖怪,5725.3万,
我家NPC太难,魔小利,古风,1.1亿,
大佬身份曝光后,岛上Project,后宫,3.9亿,
如此甜蜜,justoon,美食,3.1亿,
本宫要做皇帝,超漫细菌,古风,2.9亿,
我家暴君要反天,传奇漫业,古风,1.4亿,
捡个魔王当女仆,SF轻小说,战斗,7.5亿,
总裁说我是猪队,逐梦绘道 x 酒戒戒,系统,18.2亿,
魂雾,张涛 x 昱彤,重生,7056万,
欢迎来到噩梦游,旷盛动漫,系统,3.1亿,
占个山头当大王,原石数艺 x 乱凤,穿越,14.2亿,
她，你也敢撩？,夏小酌×冰暮,脑洞,8.8亿,
玄皓战记-堕天,漫采君,战斗,7308.2万,
一个钢镚儿,瑞兽萌,逆袭,2.8亿,
